"","Ind_ID","GENDER","Car_Owner","Propert_Owner","CHILDREN","Annual_income","Type_Income","EDUCATION","Marital_status","Housing_type","Employed_days","Mobile_phone","Work_Phone","Phone","EMAIL_ID","Family_Members","label","Birthday_date","age","Employed"
"1189",5116594,"M","Y","N",0,157500,"Working","Higher education","Married","House / apartment",-611,1,0,0,0,2,0,1981-03-04,42,"y"
"1190",5116606,"M","Y","Y",0,180000,"Working","Incomplete higher","Married","House / apartment",-4599,1,0,1,0,2,0,1977-01-11,46,"y"
"1191",5116613,"M","N","Y",0,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-3533,1,0,0,0,2,0,1991-07-24,32,"y"
"1192",5116621,"F","Y","Y",1,157500,"State servant","Secondary / secondary special","Married","House / apartment",-3380,1,0,0,0,3,0,1986-01-28,37,"y"
"1193",5116633,"F","N","Y",0,135000,"Pensioner","Higher education","Single / not married","House / apartment",365243,1,0,0,0,1,0,1962-04-14,61,"n"
"1194",5116640,"F","N","Y",1,202500,"Working","Secondary / secondary special","Married","House / apartment",-732,1,0,0,1,3,0,1980-08-14,43,"y"
"1195",5116643,"F","N","Y",0,261000,"Working","Secondary / secondary special","Married","House / apartment",-2559,1,0,0,0,2,0,1969-01-01,54,"y"
"1196",5116676,"M","Y","Y",3,270000,"Working","Secondary / secondary special","Married","House / apartment",-458,1,1,0,0,5,0,1987-02-16,36,"y"
"1197",5116714,"F","N","N",0,135000,"Commercial associate","Secondary / secondary special","Separated","Municipal apartment",-670,1,0,0,0,1,0,1971-07-13,52,"y"
"1198",5116801,"M","N","Y",1,225000,"Working","Secondary / secondary special","Married","House / apartment",-1677,1,0,0,0,3,0,1979-04-20,44,"y"
"1199",5116809,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-701,1,0,0,0,2,0,1973-08-10,50,"y"
"1200",5116817,"M","N","Y",0,85500,"State servant","Secondary / secondary special","Separated","Co-op apartment",-8737,1,1,1,0,1,0,1978-08-07,45,"y"
"1201",5116818,"M","N","Y",0,85500,"State servant","Secondary / secondary special","Separated","Co-op apartment",-8737,1,1,1,0,1,0,1978-08-07,45,"y"
"1202",5116879,"F","N","N",0,112500,"Working","Higher education","Single / not married","With parents",-157,1,1,1,0,1,0,1993-08-09,30,"y"
"1203",5116883,"M","Y","Y",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-1344,1,1,0,0,2,0,1975-03-19,48,"y"
"1204",5116906,"M","Y","Y",0,211500,"Pensioner","Secondary / secondary special","Married","House / apartment",-7553,1,0,0,0,2,1,1982-09-10,41,"y"
"1205",5116991,"M","Y","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-3505,1,0,1,0,2,0,1984-03-15,39,"y"
"1206",5117022,"M","Y","Y",2,225000,"Working","Secondary / secondary special","Married","House / apartment",-279,1,1,0,0,4,0,1989-10-08,34,"y"
"1207",5117047,"F","N","Y",0,180000,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,0,0,1,0,1960-11-04,63,"n"
"1209",5117095,"M","Y","Y",0,360000,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1985-07-13,38,"n"
"1210",5117182,"M","Y","N",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1967-07-28,56,"n"
"1211",5117190,"F","N","Y",3,207000,"Commercial associate","Secondary / secondary special","Widow","House / apartment",-461,1,1,1,0,4,0,1982-02-02,41,"y"
"1212",5117202,"F","N","Y",0,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-95,1,0,0,0,1,0,1986-11-05,37,"y"
"1213",5117216,"F","N","Y",0,202500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-1953,1,0,0,0,2,0,1993-06-24,30,"y"
"1214",5117219,"F","N","Y",0,202500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-1953,1,0,0,0,2,0,1993-06-24,30,"y"
"1215",5117233,"M","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-7128,1,0,0,0,2,0,1986-01-13,37,"y"
"1216",5117248,"F","N","Y",2,112500,"Working","Secondary / secondary special","Married","House / apartment",-2379,1,0,0,0,4,0,1988-05-14,35,"y"
"1217",5117254,"F","Y","Y",0,207000,"State servant","Higher education","Married","House / apartment",-3506,1,0,0,0,2,0,1962-07-26,61,"y"
"1218",5117313,"F","N","Y",1,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-3931,1,1,1,0,3,1,1988-03-27,35,"y"
"1219",5117314,"M","N","Y",1,292500,"Working","Secondary / secondary special","Married","House / apartment",-1679,1,0,0,0,3,0,1978-05-09,45,"y"
"1220",5117323,"F","N","Y",1,382500,"State servant","Higher education","Single / not married","With parents",-553,1,0,0,0,2,0,1990-09-19,33,"y"
"1221",5117331,"F","Y","Y",0,270000,"Commercial associate","Secondary / secondary special","Separated","House / apartment",-2257,1,0,1,0,1,0,1982-09-30,41,"y"
"1222",5117392,"F","N","N",0,135000,"Commercial associate","Incomplete higher","Single / not married","House / apartment",-339,1,0,0,0,1,0,1975-08-30,48,"y"
"1223",5117403,"F","N","N",0,94500,"Working","Secondary / secondary special","Married","House / apartment",-1619,1,0,0,0,2,0,1978-01-03,45,"y"
"1224",5117413,"F","N","N",0,81000,"Pensioner","Secondary / secondary special","Separated","House / apartment",365243,1,0,1,0,1,1,1962-11-22,60,"n"
"1225",5117450,"F","N","N",2,90000,"Working","Secondary / secondary special","Married","House / apartment",-96,1,1,0,0,4,0,1991-05-30,32,"y"
"1226",5117497,"M","N","Y",0,90000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-704,1,1,0,0,2,0,1978-10-29,45,"y"
"1227",5117551,"M","Y","N",1,148500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-2865,1,1,1,0,3,0,1988-06-27,35,"y"
"1229",5117594,"F","N","N",0,144000,"Working","Secondary / secondary special","Single / not married","House / apartment",-7310,1,1,1,0,1,0,1977-08-16,46,"y"
"1230",5117605,"F","N","N",0,157500,"Working","Higher education","Married","House / apartment",-2257,1,0,0,0,2,0,1985-04-16,38,"y"
"1231",5117622,"M","Y","N",2,112500,"Working","Higher education","Married","House / apartment",-127,1,0,0,0,4,0,1983-10-03,40,"y"
"1232",5117698,"M","Y","N",0,315000,"Working","Higher education","Married","House / apartment",-3961,1,1,0,0,2,0,1968-04-04,55,"y"
"1233",5117716,"M","Y","N",0,315000,"Working","Secondary / secondary special","Married","House / apartment",-5056,1,1,1,0,2,0,1978-03-27,45,"y"
"1234",5117753,"M","Y","N",0,306000,"Working","Secondary / secondary special","Married","House / apartment",-1649,1,0,0,0,2,0,1980-01-20,43,"y"
"1235",5117754,"M","Y","N",0,306000,"Working","Secondary / secondary special","Married","House / apartment",-1649,1,0,0,0,2,0,1980-01-20,43,"y"
"1236",5117756,"M","Y","N",0,306000,"Working","Secondary / secondary special","Married","House / apartment",-1649,1,0,0,0,2,0,1980-01-20,43,"y"
"1237",5117778,"F","Y","N",0,144000,"Working","Secondary / secondary special","Widow","House / apartment",-1345,1,0,0,0,1,0,1984-06-11,39,"y"
"1238",5118026,"F","N","N",0,315000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-3230,1,0,1,0,2,0,1986-07-28,37,"y"
"1239",5118038,"F","N","N",2,121500,"Working","Higher education","Married","House / apartment",-614,1,0,0,0,4,0,1991-11-12,32,"y"
"1240",5118046,"F","N","N",0,81000,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,1,0,1,1,1958-06-13,65,"n"
"1241",5118108,"M","Y","N",0,90000,"Working","Secondary / secondary special","Single / not married","House / apartment",-1101,1,1,0,0,1,0,2001-02-25,22,"y"
"1242",5118115,"M","N","N",1,270000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-5422,1,1,1,0,3,0,1986-10-28,37,"y"
"1243",5118118,"M","N","N",1,270000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-5422,1,1,1,0,3,0,1986-10-28,37,"y"
"1244",5118219,"M","Y","N",0,270000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-645,1,1,1,0,2,0,1982-01-08,41,"y"
"1245",5118225,"M","Y","N",0,225000,"Working","Secondary / secondary special","Civil marriage","Office apartment",-3110,1,0,0,0,2,0,1966-10-13,57,"y"
"1246",5118268,"M","Y","N",1,360000,"State servant","Secondary / secondary special","Married","House / apartment",-3536,1,0,1,0,3,0,1992-12-19,30,"y"
"1247",5118270,"F","N","N",0,99000,"Working","Secondary / secondary special","Married","With parents",-5453,1,1,0,0,2,0,1970-04-27,53,"y"
"1248",5118275,"F","N","N",0,112500,"Pensioner","Secondary / secondary special","Married","Municipal apartment",365243,1,0,0,0,2,1,1965-05-26,58,"n"
"1249",5118278,"F","N","N",0,112500,"Pensioner","Secondary / secondary special","Married","Municipal apartment",365243,1,0,0,0,2,1,1965-05-26,58,"n"
"1250",5118279,"F","N","N",0,112500,"Pensioner","Secondary / secondary special","Married","Municipal apartment",365243,1,0,0,0,2,1,1965-05-26,58,"n"
"1251",5118280,"F","N","N",0,112500,"Pensioner","Secondary / secondary special","Single / not married","Municipal apartment",365243,1,0,0,0,2,1,1965-05-26,58,"n"
"1252",5118283,"M","N","N",0,112500,"Pensioner","Secondary / secondary special","Married","Municipal apartment",365243,1,0,0,0,2,1,1965-05-26,58,"n"
"1253",5118397,"M","N","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-1649,1,0,0,0,2,0,1976-12-03,46,"y"
"1254",5118441,"F","Y","N",1,108000,"Commercial associate","Higher education","Married","House / apartment",-431,1,1,0,0,3,0,1979-09-15,44,"y"
"1255",5118448,"F","N","N",1,76500,"Working","Secondary / secondary special","Married","House / apartment",-735,1,1,0,0,3,0,1996-04-16,27,"y"
"1256",5118472,"M","N","N",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-1649,1,0,1,0,2,0,1996-07-27,27,"y"
"1257",5118477,"F","N","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-888,1,0,0,0,2,0,1976-04-15,47,"y"
"1258",5118526,"F","N","Y",0,180000,"Commercial associate","Higher education","Married","House / apartment",-523,1,0,0,0,2,0,1963-02-19,60,"y"
"1259",5118527,"F","N","Y",0,180000,"Commercial associate","Higher education","Married","House / apartment",-523,1,0,0,0,2,0,1963-02-19,60,"y"
"1260",5118538,"F","N","Y",1,81000,"Working","Secondary / secondary special","Married","Municipal apartment",-6367,1,1,1,0,3,0,1980-10-08,43,"y"
"1261",5118541,"F","N","Y",0,72000,"Working","Secondary / secondary special","Married","House / apartment",-1039,1,0,1,0,2,1,1974-03-31,49,"y"
"1262",5118545,"F","Y","N",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-1741,1,0,1,0,2,0,1973-11-04,50,"y"
"1263",5118560,"F","N","Y",0,126000,"Working","Secondary / secondary special","Single / not married","House / apartment",-2896,1,0,1,0,1,0,1977-10-04,46,"y"
"1264",5118580,"F","Y","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-1741,1,0,0,0,2,0,1988-02-26,35,"y"
"1265",5118617,"F","N","N",0,270000,"Commercial associate","Higher education","Single / not married","House / apartment",-5209,1,0,0,0,1,0,1980-09-17,43,"y"
"1266",5125127,"F","N","Y",0,112500,"Working","Secondary / secondary special","Single / not married","House / apartment",-1868,1,1,1,0,1,0,1979-10-25,44,"y"
"1267",5125158,"M","N","Y",1,234000,"Working","Secondary / secondary special","Married","House / apartment",-1748,1,0,0,0,3,0,1991-02-12,32,"y"
"1268",5125166,"M","N","Y",1,234000,"Working","Secondary / secondary special","Married","House / apartment",-1748,1,0,0,0,3,0,1991-02-12,32,"y"
"1269",5125172,"F","Y","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-438,1,0,0,0,2,0,1982-10-04,41,"y"
"1270",5125203,"F","N","Y",0,202500,"Working","Incomplete higher","Single / not married","House / apartment",-7288,1,0,0,0,1,0,1972-12-22,50,"y"
"1271",5125235,"F","N","Y",2,157500,"Commercial associate","Higher education","Married","House / apartment",-73,1,0,0,0,4,0,1986-03-14,37,"y"
"1272",5125261,"M","N","Y",0,157500,"Commercial associate","Higher education","Married","House / apartment",-1200,1,1,1,0,2,0,1981-08-30,42,"y"
"1273",5125277,"F","N","Y",1,90000,"Working","Secondary / secondary special","Married","House / apartment",-3694,1,0,0,1,3,0,1979-04-26,44,"y"
"1274",5125281,"F","N","Y",1,90000,"Working","Secondary / secondary special","Married","House / apartment",-3694,1,0,0,1,3,0,1979-04-26,44,"y"
"1275",5125289,"F","N","N",1,202500,"Working","Secondary / secondary special","Separated","House / apartment",-134,1,0,0,0,2,1,1985-09-22,38,"y"
"1276",5125299,"F","N","Y",0,148500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,1,1966-10-25,57,"n"
"1277",5125317,"M","Y","N",0,292500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-2722,1,0,0,0,2,0,1966-09-27,57,"y"
"1278",5125325,"M","Y","N",0,292500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-2722,1,0,0,0,2,0,1966-09-27,57,"y"
"1279",5125399,"M","Y","N",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-834,1,0,0,0,2,0,1996-04-30,27,"y"
"1280",5125425,"F","Y","Y",1,189000,"Working","Lower secondary","Married","House / apartment",-864,1,0,0,1,3,0,1979-02-21,44,"y"
"1281",5125462,"M","N","Y",1,112500,"Working","Secondary / secondary special","Married","House / apartment",-5155,1,0,0,0,3,0,1973-07-12,50,"y"
"1282",5125471,"M","Y","Y",1,450000,"Commercial associate","Higher education","Married","House / apartment",-1748,1,0,0,0,3,0,1976-02-24,47,"y"
"1283",5125478,"F","N","Y",0,202500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1967-04-28,56,"n"
"1284",5125510,"M","N","Y",1,202500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-104,1,0,1,0,3,0,1982-12-14,40,"y"
"1285",5125524,"M","N","N",2,171000,"Working","Secondary / secondary special","Married","Municipal apartment",-5674,1,1,1,0,4,0,1985-12-05,37,"y"
"1286",5125542,"M","N","N",0,180000,"Working","Higher education","Married","With parents",-2417,1,1,1,0,2,0,1986-12-21,36,"y"
"1287",5125585,"F","N","Y",0,121500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,1,0,2,0,1962-02-03,61,"n"
"1288",5125708,"F","Y","Y",0,135000,"Working","Lower secondary","Married","House / apartment",-622,1,0,1,0,2,1,1978-12-14,44,"y"
"1289",5125710,"F","Y","Y",0,135000,"Working","Lower secondary","Married","House / apartment",-622,1,0,1,0,2,0,1978-12-14,44,"y"
"1290",5125716,"F","Y","Y",0,135000,"Working","Lower secondary","Married","House / apartment",-622,1,0,1,0,2,1,1978-12-14,44,"y"
"1291",5125730,"F","Y","Y",1,119700,"Working","Higher education","Married","House / apartment",-3329,1,0,1,0,3,0,1988-02-20,35,"y"
"1292",5125761,"M","N","Y",0,270000,"Commercial associate","Secondary / secondary special","Single / not married","Municipal apartment",-1595,1,0,0,0,1,1,1974-07-21,49,"y"
"1293",5125763,"M","Y","N",1,135000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-1626,1,0,1,0,3,1,1988-03-19,35,"y"
"1294",5125771,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-469,1,0,0,0,2,0,1959-12-07,63,"y"
"1295",5125775,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-469,1,0,0,0,2,0,1959-12-07,63,"y"
"1296",5125804,"F","N","Y",0,270000,"Working","Secondary / secondary special","Separated","House / apartment",-2052,1,0,0,1,1,0,1973-09-04,50,"y"
"1297",5125816,"F","Y","N",0,450000,"Pensioner","Higher education","Married","House / apartment",-5521,1,1,1,0,2,0,1969-09-22,54,"y"
"1298",5125928,"M","N","Y",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-652,1,0,0,0,3,0,1991-10-11,32,"y"
"1299",5125934,"F","N","Y",2,135000,"Commercial associate","Lower secondary","Civil marriage","With parents",-1868,1,1,0,0,4,1,1996-11-20,27,"y"
"1300",5126021,"F","N","N",1,112500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-2661,1,1,1,0,3,0,1983-05-27,40,"y"
"1301",5126034,"F","Y","Y",0,108000,"Working","Secondary / secondary special","Separated","House / apartment",-925,1,0,0,1,1,0,1976-11-16,47,"y"
"1302",5126101,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,1,0,2,0,1966-04-12,57,"n"
"1303",5126108,"F","N","Y",0,112500,"State servant","Secondary / secondary special","Single / not married","House / apartment",-13010,1,1,0,0,1,0,1967-07-21,56,"y"
"1304",5126121,"F","Y","N",0,72000,"Working","Secondary / secondary special","Married","House / apartment",-227,1,1,1,0,2,0,1982-04-25,41,"y"
"1305",5126124,"F","Y","N",0,72000,"Working","Secondary / secondary special","Married","House / apartment",-227,1,1,1,0,2,0,1982-04-25,41,"y"
"1306",5126142,"M","Y","N",2,202500,"Working","Secondary / secondary special","Married","House / apartment",-3787,1,0,0,0,4,0,1980-05-06,43,"y"
"1308",5126294,"M","N","N",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-11884,1,1,0,0,2,0,1965-12-26,57,"y"
"1309",5126308,"F","N","N",0,112500,"Working","Higher education","Single / not married","Co-op apartment",-531,1,1,1,0,1,0,1988-11-16,35,"y"
"1310",5126311,"M","N","N",0,180000,"Working","Incomplete higher","Civil marriage","With parents",-288,1,1,0,1,2,0,2002-10-17,21,"y"
"1311",5126321,"F","N","N",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-1719,1,1,1,0,2,0,1975-03-20,48,"y"
"1312",5126322,"F","N","N",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-1719,1,1,1,0,2,0,1975-03-20,48,"y"
"1313",5126457,"F","N","N",0,94500,"Working","Higher education","Married","House / apartment",-196,1,0,0,0,2,0,1977-10-28,46,"y"
"1314",5126503,"F","N","N",0,171000,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,1,0,2,0,1966-06-16,57,"n"
"1315",5126517,"M","Y","N",0,157500,"Working","Higher education","Married","House / apartment",-2265,1,0,1,0,2,0,1967-09-20,56,"y"
"1316",5126518,"M","Y","N",0,157500,"Working","Higher education","Married","House / apartment",-2265,1,0,1,0,2,0,1967-09-20,56,"y"
"1317",5126527,"F","N","N",0,225000,"State servant","Secondary / secondary special","Married","With parents",-196,1,0,1,0,2,0,1990-04-19,33,"y"
"1318",5126543,"F","Y","N",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-3453,1,0,0,0,2,0,1995-11-10,28,"y"
"1319",5126562,"F","N","N",0,450000,"Working","Higher education","Married","House / apartment",-3361,1,0,0,0,2,0,1993-07-19,30,"y"
"1320",5126612,"F","Y","N",0,180000,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,1,0,1,0,1968-01-19,55,"n"
"1321",5126687,"F","N","Y",0,90000,"Working","Secondary / secondary special","Married","House / apartment",-3149,1,1,0,0,2,0,1969-05-29,54,"y"
"1322",5126751,"M","Y","N",2,135000,"Working","Secondary / secondary special","Married","With parents",-561,1,0,0,0,4,0,1978-05-16,45,"y"
"1323",5126809,"M","N","Y",1,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-2326,1,0,1,1,3,0,1994-08-29,29,"y"
"1324",5126826,"F","N","N",1,157500,"Working","Secondary / secondary special","Civil marriage","With parents",-3695,1,0,0,0,3,0,1991-11-29,31,"y"
"1326",5132329,"F","N","N",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1961-08-06,62,"n"
"1327",5132340,"F","N","Y",2,198000,"Commercial associate","Incomplete higher","Separated","House / apartment",-2811,1,0,0,0,3,0,1981-01-19,42,"y"
"1328",5132569,"F","N","Y",1,112500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-1350,1,0,1,0,3,0,1983-01-01,40,"y"
"1329",5132752,"M","N","Y",0,90000,"Working","Secondary / secondary special","Single / not married","House / apartment",-226,1,1,1,0,1,0,1994-12-14,28,"y"
"1330",5132784,"M","Y","Y",0,112500,"Working","Secondary / secondary special","Single / not married","House / apartment",-195,1,1,0,0,1,0,1999-08-25,24,"y"
"1331",5132800,"F","N","Y",0,157500,"Working","Secondary / secondary special","Separated","House / apartment",-1534,1,0,0,0,1,0,1973-02-16,50,"y"
"1332",5132845,"F","N","Y",0,112500,"State servant","Secondary / secondary special","Married","House / apartment",-3694,1,0,0,1,2,0,1975-12-30,47,"y"
"1333",5135344,"M","N","Y",0,112500,"Commercial associate","Higher education","Married","House / apartment",-555,1,0,0,0,2,1,1968-11-06,55,"y"
"1334",5135345,"M","N","Y",0,112500,"Commercial associate","Higher education","Married","House / apartment",-555,1,0,0,0,2,1,1968-11-06,55,"y"
"1335",5135346,"M","N","Y",0,112500,"Commercial associate","Higher education","Married","House / apartment",-555,1,0,0,0,2,1,1968-11-06,55,"y"
"1336",5135378,"F","N","Y",0,387000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-4979,1,0,0,0,2,0,1968-11-27,54,"y"
"1337",5135446,"F","N","Y",1,225000,"Working","Secondary / secondary special","Married","With parents",-170,1,0,0,0,3,0,1996-05-31,27,"y"
"1338",5135460,"F","N","Y",3,37800,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,5,0,1988-04-04,35,"n"
"1339",5135474,"F","N","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-7718,1,0,0,0,2,0,1969-06-16,54,"y"
"1340",5135484,"F","N","Y",0,135000,"State servant","Higher education","Single / not married","Municipal apartment",-1935,1,0,0,0,1,0,1994-09-14,29,"y"
"1341",5135485,"F","N","Y",0,135000,"State servant","Higher education","Single / not married","Municipal apartment",-1935,1,0,0,0,1,1,1994-09-14,29,"y"
"1342",5135487,"F","N","Y",0,135000,"State servant","Higher education","Single / not married","Municipal apartment",-1935,1,0,0,0,1,1,1994-09-14,29,"y"
"1343",5135489,"M","Y","Y",2,225000,"Working","Secondary / secondary special","Married","House / apartment",-3396,1,0,0,0,4,0,1995-06-21,28,"y"
"1344",5135530,"F","Y","Y",0,99000,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1966-05-10,57,"n"
"1345",5135531,"M","Y","Y",0,225000,"Working","Secondary / secondary special","Separated","House / apartment",-1751,1,0,0,0,1,0,1985-12-03,37,"y"
"1346",5135574,"F","Y","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-992,1,0,0,0,2,0,1991-09-21,32,"y"
"1347",5135636,"M","Y","Y",0,195750,"Working","Secondary / secondary special","Married","House / apartment",-931,1,1,1,0,2,1,1972-04-26,51,"y"
"1348",5135705,"F","N","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-1570,1,0,0,0,2,0,1993-10-05,30,"y"
"1349",5135779,"F","N","Y",0,126000,"Working","Secondary / secondary special","Married","House / apartment",-2147,1,0,1,0,2,0,1958-08-10,65,"y"
"1350",5135819,"F","N","Y",0,90000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-2878,1,0,0,0,2,0,1970-07-20,53,"y"
"1351",5135841,"F","N","Y",1,36000,"Working","Secondary / secondary special","Married","House / apartment",-1113,1,0,1,0,3,0,1989-11-22,33,"y"
"1352",5135851,"F","N","Y",1,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-6075,1,0,1,0,3,0,1979-06-11,44,"y"
"1353",5135863,"F","N","Y",2,67500,"Working","Secondary / secondary special","Married","House / apartment",-596,1,0,0,0,4,0,1990-06-01,33,"y"
"1354",5135938,"F","Y","N",2,315000,"Working","Secondary / secondary special","Married","House / apartment",-3792,1,0,0,0,4,0,1981-02-13,42,"y"
"1355",5135946,"M","N","Y",0,270000,"Working","Higher education","Single / not married","House / apartment",-3153,1,0,1,0,1,0,1982-03-19,41,"y"
"1356",5135982,"F","N","Y",0,423000,"Commercial associate","Secondary / secondary special","Separated","House / apartment",-3153,1,0,0,0,1,0,1986-12-25,36,"y"
"1357",5135990,"F","N","Y",1,585000,"Commercial associate","Higher education","Single / not married","House / apartment",-900,1,0,0,0,2,1,1995-05-02,28,"y"
"1358",5135991,"F","N","Y",1,585000,"Commercial associate","Higher education","Single / not married","House / apartment",-900,1,0,0,0,2,1,1995-05-02,28,"y"
"1359",5136012,"F","N","N",3,180000,"Working","Higher education","Married","House / apartment",-7018,1,0,0,0,5,0,1986-06-10,37,"y"
"1360",5136020,"M","Y","N",1,351000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-8479,1,0,0,0,3,0,1979-09-10,44,"y"
"1361",5136029,"M","Y","N",0,112500,"State servant","Secondary / secondary special","Married","House / apartment",-2331,1,0,0,0,2,0,1970-05-31,53,"y"
"1362",5136909,"M","N","N",1,360000,"Working","Secondary / secondary special","Married","House / apartment",-2908,1,1,0,1,3,0,1982-02-25,41,"y"
"1363",5136976,"F","N","N",0,306000,"State servant","Higher education","Married","House / apartment",-5587,1,0,0,0,2,0,1989-03-07,34,"y"
"1364",5136985,"M","Y","N",0,247500,"Working","Secondary / secondary special","Single / not married","House / apartment",-3334,1,1,0,0,1,0,1990-02-07,33,"y"
"1365",5137022,"F","N","N",0,180000,"State servant","Secondary / secondary special","Widow","House / apartment",-351,1,1,1,0,1,0,1974-02-10,49,"y"
"1366",5137033,"M","Y","N",1,112500,"Working","Secondary / secondary special","Married","House / apartment",-200,1,0,1,0,3,0,1984-09-25,39,"y"
"1367",5137151,"F","N","N",0,225000,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,1,0,2,0,1967-12-16,55,"n"
"1368",5137163,"F","N","N",0,211500,"Working","Secondary / secondary special","Married","House / apartment",-1661,1,1,1,0,2,0,1976-08-30,47,"y"
"1369",5137175,"F","N","N",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-3760,1,1,1,0,2,0,1968-09-28,55,"y"
"1370",5137187,"F","Y","N",0,67500,"Working","Secondary / secondary special","Married","House / apartment",-1934,1,1,0,0,2,0,1992-08-30,31,"y"
"1371",5137229,"M","Y","N",0,180000,"Commercial associate","Secondary / secondary special","Married","Municipal apartment",-2696,1,1,0,0,2,0,1985-04-30,38,"y"
"1372",5137247,"F","N","N",0,90000,"Working","Secondary / secondary special","Married","House / apartment",-3273,1,1,1,0,2,0,1976-05-16,47,"y"
"1373",5137292,"M","Y","N",1,225000,"Working","Secondary / secondary special","Married","House / apartment",-7260,1,1,1,0,3,0,1982-02-26,41,"y"
"1374",5137365,"M","Y","N",0,337500,"Working","Secondary / secondary special","Married","House / apartment",-1022,1,0,1,0,2,0,1984-03-31,39,"y"
"1375",5137385,"F","N","N",0,112500,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",365243,1,0,1,0,2,0,1960-03-04,63,"n"
"1376",5137401,"F","N","N",0,157500,"Working","Higher education","Separated","House / apartment",-3000,1,0,0,0,1,0,1976-09-11,47,"y"
"1377",5137407,"F","N","N",0,157500,"Working","Higher education","Separated","House / apartment",-3000,1,0,0,0,1,0,1976-09-11,47,"y"
"1378",5137542,"F","N","N",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-3153,1,1,0,0,2,0,1972-03-12,51,"y"
"1379",5139321,"F","N","Y",0,121500,"Pensioner","Higher education","Widow","House / apartment",365243,1,0,0,0,1,0,1957-07-19,66,"n"
"1380",5139410,"F","Y","Y",2,135000,"State servant","Secondary / secondary special","Married","House / apartment",-6094,1,1,0,0,4,0,1984-05-10,39,"y"
"1381",5139548,"F","Y","Y",2,157500,"Commercial associate","Higher education","Married","House / apartment",-6337,1,0,1,0,4,0,1986-09-12,37,"y"
